Código;Status;Categoria;Tag;Data;Frase-chave de foco;Título;Título SEO;Link;Atualizado
216;Publicado;Instrumentos de autorrelato;acurácia diagnóstica;23/10/2024;sensibilidade e especificidade;Qual é a diferença entre sensibilidade e especificidade?;Sensibilidade e especificidade: entenda a diferença;https://www.blog.psicometriaonline.com.br/qual-e-a-diferenca-entre-sensibilidade-e-especificidade/;ok
217;Publicado;Softwares;análise de dados, planejamento de pesquisa;30/10/2024;G*Power;Como fazer o cálculo de tamanho amostral no G*Power?;G*Power: software gratuito para calcular tamanho amostral;https://www.blog.psicometriaonline.com.br/como-fazer-o-calculo-de-tamanho-amostral-no-gpower/;ok
218;Publicado;Metodologia científica;desenhos experimentais, estudos epidemiológicos;6/11/2024;ensaio clínico randomizado;O que é ensaio clínico randomizado?;Ensaio clínico randomizado: o que é e quais suas características?;https://www.blog.psicometriaonline.com.br/o-que-e-ensaio-clinico-randomizado/;ok
219;Publicado;Inteligência artificial;machine learning;4/12/2024;machine learning;O que é machine learning?;O que é machine learning?;https://www.blog.psicometriaonline.com.br/o-que-e-machine-learning/;ok
220;Publicado;Inteligência artificial;machine learning;22/1/2025;aprendizagem supervisionada e não supervisionada;Qual é a diferença entre aprendizagem supervisionada e não supervisionada?;Aprendizagem supervisionada e não supervisionada;https://www.blog.psicometriaonline.com.br/aprendizagem-supervisionada-e-nao-supervisionada/;ok
221;Publicado;Softwares;gerenciador de referências;20/11/2024;zotero;Gerenciador de referências: Zotero;Zotero: o que é e para que serve?;https://www.blog.psicometriaonline.com.br/gerenciador-de-referencias-zotero/;ok
222;Publicado;Análises bi e multivariadas;estatística descritiva;27/11/2024;correção de Bessel;O que é correção de Bessel?;Correção de Bessel: por que usar N – 1 na fórmula da variância?;https://www.blog.psicometriaonline.com.br/correcao-de-bessel/;ok
223;Publicado;Instrumentos de autorrelato;teoria da medida;8/1/2025;dicotomizar variáveis;Dicotomizar variáveis ou não dicotomizar, eis a questão!;Dicotomizar variáveis: entenda alguns dos problemas dessa prática;https://www.blog.psicometriaonline.com.br/dicotomizar-variaveis-ou-nao-dicotomizar/;ok
224;Publicado;Geral;dicas de materiais;29/1/2025;carreira em psicometria;Qual é o papel da matemática na carreira de psicometrista?;Carreira de psicometrista: o quanto de matemática preciso saber?;https://www.blog.psicometriaonline.com.br/qual-e-o-papel-da-matematica-na-carreira-de-psicometrista/;ok
225;Publicado;Geral;dicas de materiais;25/12/2024;análise quantitativa de dados;Dicas de livros sobre análise quantitativa de dados;Análise quantitativa de dados: 10 livros que você precisa ler;https://www.blog.psicometriaonline.com.br/dicas-de-livros-sobre-analise-quantitativa-de-dados/;ok
226;Publicado;Geral;dicas de materiais;1/1/2025;livros sobre psicometria;Dicas de livros sobre psicometria;Título SEO: Livros sobre psicometria: 10 dicas de leituras obrigatórias;https://www.blog.psicometriaonline.com.br/dicas-de-livros-sobre-psicometria/;ok
227;Publicado;Tutoriais;tutorial no SPSS, manipulação do banco de dados;13/11/2024;banco de dados no SPSS;Como montar e organizar o banco de dados no SPSS?;Banco de dados no SPSS: Aprenda a organizá-lo do jeito certo;https://www.blog.psicometriaonline.com.br/como-montar-e-organizar-o-banco-de-dados-no-spss/;ok
228;Publicado;Metodologia científica;validade interna e externa, desenhos experimentais;18/11/2024;variáveis de confusão;Variáveis de confusão e outras ameaças à validade do seu estudo;Variáveis de confusão e validade interna: entenda esses conceitos;https://www.blog.psicometriaonline.com.br/variaveis-de-confusao-e-outras-ameacas-a-validade-do-seu-estudo/;ok
229;Publicado;Análises bi e multivariadas;teste t e anova;28/2/2025;ANOVA de medidas repetidas;O que é ANOVA de medidas repetidas?;ANOVA de medidas repetidas: conheça a técnica;https://www.blog.psicometriaonline.com.br/anova-de-medidas-repetidas/;ok
230;Publicado;Análises bi e multivariadas;tamanho de efeito, testes não paramétricos;15/1/2025;correlação posto-bisserial;O que é correlação posto-bisserial?;Correlação posto-bisserial: aprenda como interpretar essa medida;https://www.blog.psicometriaonline.com.br/o-que-e-correlacao-posto-bisserial;ok
231;Publicado;Tutoriais;tutorial no spss;11/12/2024;teste de mann-whitney no spss;Como executar o teste de Mann-Whitney no SPSS?;Teste de Mann-Whitney no SPSS: Um tutorial passo a passo;https://www.blog.psicometriaonline.com.br/como-executar-o-teste-de-mann-whitney-no-spss;ok
232;Publicado;Análises bi e multivariadas;teste de hipótese;18/12/2024;intervalo de confiança;O que é intervalo de confiança?;Intervalo de confiança: entenda o conceito;https://www.blog.psicometriaonline.com.br/o-que-e-intervalo-de-confianca/;ok
233;Publicado;Análises bi e multivariadas;dicas de materiais;20/1/2025;análises bi e multivariadas;E-book Análises Bi e Multivariadas: Definições e Usos;—;https://www.blog.psicometriaonline.com.br/ebook-analises-bi-e-multivariadas/;ok
234;Publicado;Inteligência artificial;pesquisa com inteligência artificial;14/07/2025;pesquisa científica com inteligência artificial;O trabalho do pesquisador na era da pesquisa científica com inteligência artificial;Pesquisa científica com inteligência artificial;https://www.blog.psicometriaonline.com.br/o-trabalho-na-era-da-pesquisa-com-inteligencia-artificial/;ok
235;Publicado;Metodologia científica;estudos epidemiológicos, estudos observacionais;25/07/2025;estudo de coorte;Estudo de coorte: o que é e quais são suas principais características?;Estudo de coorte: conheça esse delineamento de pesquisa;https://www.blog.psicometriaonline.com.br/estudo-de-coorte;ok
236;Publicado;Análises bi e multivariadas;teste de hipótese;29/7/2025;procedimento de Benjamini-Hochberg;O que é o procedimento de Benjamini-Hochberg?;Procedimento de Benjamini-Hochberg: o que é e para que serve?;https://www.blog.psicometriaonline.com.br/procedimento-de-benjamini-hochberg;ok
237;Publicado;Inteligência artificial;pesquisa com inteligência artificial;30/7/2025;inteligência artificial na pesquisa;Seis mitos sobre Inteligência Artificial na pesquisa que estão atrasando sua carreira (e como superá-los);Inteligência Artificial na pesquisa: seis mitos sobre o assunto;https://www.blog.psicometriaonline.com.br/seis-mitos-sobre-inteligencia-artificial-na-pesquisa/;ok
238;Publicado;Metodologia científica;metaciência;04/08/2025;p-hacking;O que é p-hacking na pesquisa científica?;p-hacking: O que é, causas, consequências e como evitar?;https://www.blog.psicometriaonline.com.br/o-que-e-p-hacking/;ok
239;Publicado;Inteligência artificial;processamento de linguagem natural;25/7/2025;análise de textos com IA;Análise de textos com IA: além dos números na pesquisa científica;Análise de textos com IA: o processamento de linguagem natural;https://www.blog.psicometriaonline.com.br/analise-de-textos-com-ia-alem-dos-numeros-na-pesquisa-cientifica;ok
240;Publicado;Análises bi e multivariadas;correlação;05/08/2025;matriz de covariância;O que é uma matriz de covariância?;Matriz de covariância: o que é e qual sua utilidade?;https://blog.psicometriaonline.com.br/o-que-e-uma-matriz-de-covariancia;ok
241;Publicado;Análises bi e multivariadas;dados categóricos;07/08/2025;teste dos sinais;O que é o teste dos sinais (sign test)?;Teste dos sinais: o que é, para que serve e como interpretar?;https://www.blog.psicometriaonline.com.br/o-que-e-o-teste-dos-sinais/;ok
242;Publicado;Análises bi e multivariadas;pressupostos estatísticos;13/08/2025;assimetria;O que é assimetria?;Assimetria: o que é, quais são os tipos e como avaliá-la?;https://blog.psicometriaonline.com.br/o-que-e-assimetria;ok
243;Publicado;Inteligência artificial;machine learning;12/08/2025;clusterização;O que é clusterização?;Clusterização: o que é e para que serve?;https://blog.psicometriaonline.com.br/o-que-e-clusterizacao;ok
244;Publicado;Análises bi e multivariadas;pressupostos estatísticos;15/08/2025;curtose;O que é curtose?;Curtose: o que é, quais são os tipos e como avaliá-la?;https://www.blog.psicometriaonline.com.br/o-que-e-curtose/;ok
245;Publicado;Análises bi e multivariadas;pressupostos estatísticos;18/08/2025;outliers;O que são outliers e como detectá-los?;Outliers: o que são e como detectá-los?;https://www.blog.psicometriaonline.com.br/o-que-sao-outliers-e-como-detecta-los/;ok
246;Publicado;Inteligência artificial;machine learning, pesquisa com inteligência artificial;20/08/2025;inteligência artificial;Qual a diferença entre Inteligência Artificial, Machine Learning e Deep Learning?;Inteligência Artificial, Machine Learning e Deep Learning;https://blog.psicometriaonline.com.br/inteligencia-artificial-machine-learning-e-deep-learning;ok
247;Publicado;Metodologia científica;metaciência;20/08/2025;replicação;O que é um estudo de replicação?;Replicação de estudos: tipos, diferenças, exemplos e boas práticas;https://blog.psicometriaonline.com.br/o-que-e-um-estudo-de-replicacao;ok
248;Publicado;Análises bi e multivariadas;pressupostos estatísticos;22/08/2025;desvio absoluto mediano;O que é e para que serve o desvio absoluto mediano?;Desvio absoluto mediano: uma técnica de detecção de outliers;https://blog.psicometriaonline.com.br/o-que-e-e-para-que-serve-o-desvio-absoluto-mediano/;ok
249;Na fila;Inteligência artificial;pesquisa com inteligência artificial;26/08/2025;uso de IA na escrita;"Diretrizes das principais editoras científicas sobre uso de IA na escrita: O que pode e o que não pode?

(https://blog.psicometriaonline.com.br/diretrizes-das-principais-editoras-cientificas-sobre-uso-de-ia-na-escrita)";Uso de IA na escrita: diretrizes das principais editoras científicas;https://blog.psicometriaonline.com.br/diretrizes-das-principais-editoras-cientificas-sobre-uso-de-ia-na-escrita;ok
250;Na fila;Inteligência artificial;pesquisa com inteligência artificial;27/08/2025;Inteligência Artificial já era;Inteligência Artificial já era! Entenda como isso é bom;Inteligência Artificial já era, e essa é uma boa notícia para você!;https://www.blog.psicometriaonline.com.br/inteligencia-artificial-ja-era-entenda-como-isso-e-bom/;ok
251;Na fila;Inteligência artificial;pesquisa com inteligência artificial;26/08/2025;inteligência artificial no TCC;"É proibido usar inteligência artificial no TCC?

(https://blog.psicometriaonline.com.br/e-proibido-usar-inteligencia-artificial-no-tcc)";Inteligência artificial no TCC;https://blog.psicometriaonline.com.br/e-proibido-usar-inteligencia-artificial-no-tcc;ok
252;Na fila;Inteligência artificial;pesquisa com inteligência artificial;28/08/2025;ChatGPT em trabalhos acadêmicos;É permitido usar o ChatGPT em trabalhos acadêmicos?;ChatGPT em trabalhos acadêmicos;https://blog.psicometriaonline.com.br/e-permitido-usar-o-chatgpt-em-trabalhos-academicos/;ok
253;Na fila;Inteligência artificial;pesquisa com inteligência artificial;29/08/2025;ferramentas de IA;Quais são as melhores ferramentas de IA para fazer pesquisa?;Ferramentas de IA na pesquisa científica: conheça estas dicas;https://blog.psicometriaonline.com.br/quais-sao-as-melhores-ferramentas-de-ia-para-fazer-pesquisa/;ok
254;Publicado;Análises bi e multivariadas;correlação;01/09/2025;duas correlações independentes;Como comparar dois coeficientes de correlação de Pearson para grupos independentes?;Duas correlações independentes: como compará-las?;https://www.blog.psicometriaonline.com.br/como-examinar-a-diferenca-entre-duas-correlacoes-independentes/;ok
255;Publicado;Análises bi e multivariadas;correlação;02/09/2025;duas correlações dependentes;Como comparar dois coeficientes de correlação de Pearson para grupos dependentes?;Duas correlações dependentes: como compará-las?;https://www.blog.psicometriaonline.com.br/como-examinar-a-diferenca-entre-duas-correlacoes-dependentes/;ok
256;Na fila;Inteligência artificial;pesquisa com inteligência artificial;03/09/2025;pesquisa científica e ia;Quais são os benefícios e os riscos da relação entre pesquisa científica e IA?;Pesquisa científica e IA: benefícios e riscos;https://blog.psicometriaonline.com.br/quais-sao-os-beneficios-e-os-riscos-da-relacao-entre-pesquisa-cientifica-e-ia;ok
257;Publicado;Inteligência artificial;machine learning;05/09/2025;random forest;O que é Random Forest?;Random Forest: o que é e para que serve?;https://www.blog.psicometriaonline.com.br/o-que-e-random-forest/;ok
258;Publicado;Análises bi e multivariadas;pressupostos estatísticos;09/09/2025;resíduos;O que são resíduos, em estatística?;Resíduos estatísticos: o que são e como interpretá-los?;https://www.blog.psicometriaonline.com.br/o-que-sao-residuos-em-estatistica/;ok
259;Publicado;Inteligência artificial;machine learning;10/09/2025;support vector machine;Support Vector Machine: Entenda o algoritmo SVM;Support Vector Machine na pesquisa científica;https://blog.psicometriaonline.com.br/support-vector-machine-entenda-o-algoritmo-svm;ok
260;Publicado;Instrumentos de autorrelato;teoria da medida;11/09/2025;níveis de mensuração;O que são níveis de mensuração?;Níveis de mensuração: nominal, ordinal, intervalar e de razão;https://blog.psicometriaonline.com.br/o-que-sao-niveis-de-mensuracao;ok
261;Publicado;Tutoriais;tutorial no spss, correlação;12/09/2025;coeficiente gama de Goodman-Kruskal;O que é o coeficiente gama de Goodman-Kruskal?;Coeficiente gama de Goodman-Kruskal: conheça essa medida;https://www.blog.psicometriaonline.com.br/o-que-e-o-coeficiente-gama-de-goodman-kruskal/;ok
262;Publicado;Instrumentos de autorrelato;teoria da medida;15/09/2025;restrição de amplitude;Restrição de amplitude: o que é e quais seus impactos em pesquisas científicas?;Restrição de amplitude: o que é, por que acontece e como evitá-la?;https://www.blog.psicometriaonline.com.br/restricao-de-amplitude/;ok
263;Publicado;Análises bi e multivariadas;testes não paramétricos;17/09/2025;ANOVA de Friedman;O que é a ANOVA de Friedman?;ANOVA de Friedman: o que é e quando usar?;https://www.blog.psicometriaonline.com.br/o-que-e-anova-de-friedman/;ok
264;Publicado;Inteligência artificial;processamento de linguagem natural;18/09/2025;análise de sentimentos;Análise de sentimentos via Inteligência Artificial;Análise de sentimentos via Inteligência Artificial;https://www.blog.psicometriaonline.com.br/analise-de-sentimentos-via-inteligencia-artificial/;ok
265;Publicado;Tutoriais;tutorial no spss, testes não paramétricos;19/09/2025;ANOVA de Friedman no SPSS;Como realizar a ANOVA de Friedman no SPSS?;ANOVA de Friedman no SPSS: um tutorial passo a passo;https://www.blog.psicometriaonline.com.br/como-realizar-a-anova-de-friedman-no-spss/;ok
266;Publicado;Inteligência artificial;redes neurais, deep learning;24/09/2025;redes neurais artificiais;Entenda as redes neurais artificiais;Redes neurais artificiais: uma introdução amigável;https://blog.psicometriaonline.com.br/entenda-as-redes-neurais-artificiais;ok
267;Publicado;Tutoriais;tutorial no jasp, testes não paramétricos;25/09/2025;ANOVA de Friedman no JASP;Como realizar a ANOVA de Friedman no JASP?;ANOVA de Friedman no JASP: saiba como implementar;https://blog.psicometriaonline.com.br/como-realizar-a-anova-de-friedman-no-jasp;ok
268;Publicado;Análises bi e multivariadas;pressupostos estatísticos;26/09/2025;pressupostos de esfericidade;O que é o pressuposto de esfericidade?;Pressuposto de esfericidade na ANOVA de medidas repetidas;https://www.blog.psicometriaonline.com.br/o-que-e-o-pressuposto-de-esfericidade/;ok
269;Publicado;Análises bi e multivariadas;pressupostos estatísticos;29/09/2025;independência das observações;O que é o pressuposto de independência das observações?;Título SEO: Independência das observações: entenda esse pressuposto;https://www.blog.psicometriaonline.com.br/o-que-e-o-pressuposto-de-independencia-das-observacoes/;ok
270;Publicado;Análises bi e multivariadas;teste de hipótese;30/09/2025;testes unicaudais e bicaudais;Quais são as diferenças entre os testes unicaudais e bicaudais?;Título SEO: Testes unicaudais e bicaudais: entenda as diferenças;https://www.blog.psicometriaonline.com.br/quais-sao-as-diferencas-entre-os-testes-unicaudais-e-bicaudais/;ok
271;Publicado;Metodologia científica;validade interna e externa;01/10/2025;erro sistemático e erro aleatório;Qual é a diferença entre erro sistemático e erro aleatório?;Erro sistemático e erro aleatório: quais as diferenças?;https://www.blog.psicometriaonline.com.br/erro-sistematico-e-erro-aleatorio/;ok
272;Publicado;Inteligência artificial;machine learning, pesquisa com inteligência artificial;02/10/2025;IA explicável;IA explicável: central para pesquisas acadêmicas;IA explicável nas pesquisas acadêmicas;https://www.blog.psicometriaonline.com.br/ia-explicavel-central-para-pesquisas-academicas/;ok
273;Publicado;Análises bi e multivariadas;pressupostos estatísticos;06/10/2025;média aparada;O que é e para que serve a média aparada?;Média aparada: conheça essa medida robusta de tendência central;https://www.blog.psicometriaonline.com.br/o-que-e-e-para-que-serve-a-media-aparada/;ok
274;Publicado;Análises bi e multivariadas;teste t e anova;07/10/2025;teste t de Yuen;O que é e como funciona o teste t de Yuen?;Teste t de Yuen: a versão robusta do teste t tradicional;https://www.blog.psicometriaonline.com.br/teste-t-de-yuen/;ok
275;Publicado;Inteligência artificial;processamento de linguagem natural;08/10/2025;embedding;Embedding para pesquisa sobre discurso humano;Embedding e linguagem: dados que revelam sentidos;https://www.blog.psicometriaonline.com.br/embedding-para-pesquisa-sobre-discurso-humano/;ok
276;Publicado;Análises bi e multivariadas;testes não paramétricos;09/10/2025;postos (ranks);O que são postos (ranks), em estatística?;O que são postos (ranks), em estatística?;https://blog.psicometriaonline.com.br/o-que-sao-postos-ranks;ok
277;Publicado;Análises bi e multivariadas;teste de hipótese;13/10/2025;regra empírica;O que é regra empírica, em estatística?;Regra empírica, em estatística;https://blog.psicometriaonline.com.br/o-que-e-regra-empirica;ok
278;Publicado;Metodologia científica;planejamento de pesquisa;08/12/2025;definição operacional;O que é uma definição operacional?;Definição operacional e sua importância em pesquisas científicas;https://blog.psicometriaonline.com.br/o-que-e-uma-definicao-operacional;ok
279;Publicado;Inteligência artificial;machine learning, pesquisa com inteligência artificial;15/10/2025;mineração de regras;Mineração de regras: descobrindo padrões ocultos nos seus dados;Mineração de regras na pesquisa científica;https://blog.psicometriaonline.com.br/mineracao-de-regras-descobrindo-padroes-ocultos-nos-seus-dados;ok
280;Publicado;Revisões da literatura;tipos de revisão;21/10/2025;revisão narrativa;O que é uma revisão narrativa?;Revisão narrativa: o que é esse tipo de revisão da literatura? ;https://blog.psicometriaonline.com.br/o-que-e-uma-revisao-narrativa;ok
281;Publicado;Análises bi e multivariadas;tamanho de efeito;23/10/2025;tamanho de efeito em linguagem comum;O que é o tamanho de efeito em linguagem comum (common language effect size)?;Tamanho de efeito em linguagem comum;https://blog.psicometriaonline.com.br/tamanho-de-efeito-em-linguagem-comum;ok
282;Publicado;Revisões da literatura;tipos de revisão;27/10/2025;revisão sistemática;O que é uma revisão sistemática?;Revisão sistemática: o que é esse tipo de revisão da literatura? ;https://blog.psicometriaonline.com.br/o-que-e-uma-revisao-sistematica;ok
283;Publicado;Inteligência artificial;processamento de linguagem natural;22/10/2025;modelagem de tópicos;Modelagem de tópicos: A IA sabe do que você está falando;Modelagem de tópicos e suas aplicações na pesquisa científica;https://www.blog.psicometriaonline.com.br/modelagem-de-topicos/;ok
284;Publicado;Geral;estatística bayesiana;30/10/2025;estatística bayesiana;O que é estatística bayesiana?;O que é estatística bayesiana?;https://blog.psicometriaonline.com.br/o-que-e-estatistica-bayesiana;ok
285;Publicado;Geral;estatistica bayesiana, teoria de probabilidade;28/10/2025;definição de probabilidade;As principais definições de probabilidade e por que elas importam na análise de dados;Não existe apenas uma única definição de probabilidade;https://blog.psicometriaonline.com.br/as-principais-definicoes-de-probabilidade;ok
286;Publicado;Inteligência artificial;machine learning;03/11/2025;underfitting e overfitting;Quais são as diferenças entre underfitting e overfitting?;Underfitting e overfitting: entenda as diferenças;https://blog.psicometriaonline.com.br/quais-sao-as-diferencas-entre-underfitting-e-overfitting;ok
287;Publicado;Análises bi e multivariadas;regressão;07/11/2025;modelo linear geral;O que é modelo linear geral?;Modelo linear geral: características, pressupostos e alternativas;https://www.blog.psicometriaonline.com.br/o-que-e-modelo-linear-geral;
288;Publicado;Instrumentos de autorrelato;teoria da medida;10/11/2025;inversão de itens;Tudo que você precisa saber sobre inversão de itens de instrumentos de autorrelato;Inversão de itens de questionários: quando, por que e como fazer?;https://blog.psicometriaonline.com.br/tudo-que-voce-precisa-saber-sobre-inversao-de-itens-de-instrumentos-de-autorrelato;ok
289;Publicado;Inteligência artificial;machine learning;29/10/2025;redes bayesianas;Conheça as redes bayesianas;Redes bayesianas aplicadas às pesquisas científicas;https://blog.psicometriaonline.com.br/conheca-as-redes-bayesianas;ok
290;Publicado;Tutoriais;tutorial no spss;14/11/2025;inverter itens no spss;Como inverter itens no SPSS?;Inverter itens no SPSS de maneira fácil com 3 tutoriais;https://blog.psicometriaonline.com.br/como-inverter-itens-no-spss;ok
291;Publicado;Análises bi e multivariadas;regressão, gráficos;17/11/2025;soma dos quadrados;O que significa soma dos quadrados, em estatística?;Soma dos quadrados: entenda o conceito e sua importância;https://blog.psicometriaonline.com.br/o-que-significa-soma-dos-quadrados-em-estatistica;ok
292;Publicado;Tutoriais;tutorial no spss;21/11/2025;selecionar casos no spss;Como selecionar casos no SPSS com os comandos split file e select cases?;Selecionar casos no SPSS com split file e select cases;https://www.blog.psicometriaonline.com.br/como-selecionar-casos-no-spss-com-os-comandos-dividir-arquivo-e-selecionar-casos/;ok
293;Publicado;Modelos lineares generalizados;regressão;24/11/2025;modelos lineares generalizados;O que são modelos lineares generalizados?;Modelos lineares generalizados: Uma introdução;https://blog.psicometriaonline.com.br/o-que-sao-modelos-lineares-generalizados;ok
294;Publicado;Inteligência artificial;ciência de dados, processamento de linguagem natural;05/11/2025;web scraping;Web scraping: raspando dados na internet;Web scraping: o que é, como fazer e quais os principais cuidados;https://blog.psicometriaonline.com.br/web-scraping-raspando-dados-na-internet;ok
295;Publicado;Metodologia científica;desenhos experimentais, planejamento de pesquisa;28/11/2025;efeito teto e efeito chão;Efeito teto e efeito chão: o que são e por que eles importam?;Efeito teto e efeito chão: guia rápido para entendê-los e evitá-los;https://blog.psicometriaonline.com.br/efeito-teto-e-efeito-chao;ok
296;Publicado;Metodologia científica;desenhos experimentais, planejamento de pesquisa;01/12/2025;delineamentos intrassujeitos e entressujeitos;Quais são as diferenças entre os delineamentos intrassujeitos e entressujeitos?;Delineamentos intrassujeitos e entressujeitos: uma introdução;https://blog.psicometriaonline.com.br/quais-sao-as-diferencas-entre-os-delineamentos-intrassujeitos-e-entressujeitos;ok
297;Publicado;Metodologia científica;desenhos experimentais, planejamento de pesquisa;05/12/2025;efeitos principais e efeitos de interação;O que são efeitos principais e efeitos de interação?;Efeitos principais e efeitos de interação: entenda a diferença!;https://blog.psicometriaonline.com.br/o-que-sao-efeitos-principais-e-efeitos-de-interacao;ok
298;Publicado;Metodologia científica;desenhos experimentais, planejamento de pesquisa;08/12/2025;estudo duplo-cego;O que é um estudo duplo-cego?;Estudo duplo-cego: entenda o que é e para que serve;https://blog.psicometriaonline.com.br/o-que-e-um-estudo-duplo-cego;ok
299;Publicado;Revisões da literatura;metanálise, gráficos;12/12/2025;gráfico de funil;O que é gráfico de funil na metanálise?;Gráfico de funil: examinando o viés de publicação em metanálises;https://blog.psicometriaonline.com.br/o-que-e-grafico-de-funil-na-metanalise;ok
300;Publicado;Fidedignidade e validade;fidedignidade e concordância;15/12/2025;fidedignidade das formas paralelas;O que é fidedignidade das formas paralelas?;O que é fidedignidade das formas paralelas?;https://blog.psicometriaonline.com.br/o-que-e-fidedignidade-das-formas-paralelas;ok
301;Publicado;Fidedignidade e validade;fidedignidade e concordância;19/12/2025;kr-20;O que são os coeficientes de fidedignidade KR-20 e KR-21?;KR-20 e KR-21: medidas de fidedignidade para itens dicotômicos;https://www.blog.psicometriaonline.com.br/o-que-sao-os-coeficientes-de-consistencia-interna-kr-20-e-kr-21/;ok
302;Publicado;Fidedignidade e validade;fidedignidade e concordância;16/1/2026;fórmula de Spearman-Brown;O que é e para que serve a fórmula de Spearman-Brown?;Fórmula de Spearman-Brown: guia de como aplicar e interpretar;https://www.blog.psicometriaonline.com.br/o-que-e-e-para-que-serve-a-formula-de-spearman-brown/;ok
303;Publicado;Fidedignidade e validade;fidedignidade e concordância;12/1/2026;alfa de Cronbach;O que é o alfa de Cronbach em psicometria?;Alfa de Cronbach: definição, pressupostos e interpretação;https://blog.psicometriaonline.com.br/o-que-e-o-alfa-de-cronbach-em-psicometria;ok
304;Publicado;Inteligência artificial;machine learning;12/11/2025;algoritmo k-means;O algoritmo k-means clustering;Algoritmo k-means de clusterização;https://blog.psicometriaonline.com.br/o-algoritmo-k-means-clustering;ok
305;Publicado;Inteligência artificial;machine learning;19/11/2025;graph neural networks;O que são Graph Neural Networks?;Graph Neural Networks;https://www.blog.psicometriaonline.com.br/o-que-sao-graph-neural-networks/;ok
306;Publicado;Inteligência artificial;machine learning, ciência de dados;26/11/2025;validação cruzada;Validação cruzada: sem isso, você não faz ciência de dados;Validação cruzada: o que é, como funciona e principais tipos;https://www.blog.psicometriaonline.com.br/validacao-cruzada-sem-isso-voce-nao-faz-ciencia-de-dados;ok
307;Publicado;Instrumentos de autorrelato;construção e adaptação de instrumentos;23/1/2026;análise de itens;O que é análise de itens?;Análise de itens em psicometria: O que é e qual sua utilidade?;https://blog.psicometriaonline.com.br/o-que-e-analise-de-itens;ok
308;Publicado;Inteligência artificial;machine learning;03/12/2025;regularização;Regularização: o personal trainer da Machine Learning;Regularização e controle da complexidade em modelos de ML;https://blog.psicometriaonline.com.br/regularizacao-o-personal-trainer-da-machine-learning;ok
309;Publicado;Análises bi e multivariadas;tamanho de efeito;19/1/2026;f de Cohen;O que é o f de Cohen?;f de Cohen: tamanho de efeito para análises com múltiplos grupos;https://blog.psicometriaonline.com.br/o-que-e-o-f-de-cohen;ok
310;Publicado;Análises bi e multivariadas;pressupostos estatísticos, gráficos;22/12/2025;q-q plot;O que é, para que serve e como interpretar o gráfico Q-Q (Q-Q plot)?;Gráfico Q-Q: O que é, como funciona e como interpretar o Q-Q plot;https://www.blog.psicometriaonline.com.br/grafico-q-q/;ok
311;Publicado;Inteligência artificial;machine learning;11/12/2025;Lasso e Ridge;Lasso e Ridge como formas de regularização;Lasso e Ridge como formas de regularização de modelos;https://www.blog.psicometriaonline.com.br/lasso-e-ridge-como-formas-de-regularizacao/;ok
312;Publicado;Inteligência artificial;machine learning;18/12/2025;aprendizado de máquina;Aprendizado de máquina? Entenda como as máquinas aprendem;Aprendizado de máquina: conheça essa área!;https://blog.psicometriaonline.com.br/machine-learning-entenda-como-as-maquinas-aprendem;ok
313;Publicado;Análises bi e multivariadas;gráficos;26/01/2026;gráfico de dispersão;O que é um gráfico de dispersão?;Gráfico de dispersão: o que é, para que serve como interpretar?;https://blog.psicometriaonline.com.br/o-que-e-um-grafico-de-dispersao;ok
314;Publicado;Inteligência artificial;machine learning;07/01/2026;otimização de modelos;Otimização de modelos: sua máquina mais inteligente;Otimização de modelos: por que ajustar hiperparâmetros;https://www.blog.psicometriaonline.com.br/otimizacao-de-modelos-sua-maquina-mais-inteligente/;ok
315;Publicado;Análises bi e multivariadas;pressupostos estatísticos;30/01/2026;separação completa;O que é separação completa na regressão logística?;Separação completa e quase-completa na regressão logística;https://blog.psicometriaonline.com.br/o-que-e-separacao-completa-na-regressao-logistica;ok
316;Publicado;Metodologia científica;desenhos experimentais;02/02/2026;pareamento;O que é pareamento (matching)?;Pareamento em pesquisa científica: o que é e para que serve?;https://blog.psicometriaonline.com.br/o-que-e-pareamento-matching;ok
317;Publicado;Inteligência artificial;machine learning;14/01/2026;cadeias de Markov;O que são cadeias de Markov?;Cadeias de Markov e Hidden Markov models;https://www.blog.psicometriaonline.com.br/o-que-sao-cadeias-de-markov/;ok
318;Agendado;Análises bi e multivariadas;correlação, gráficos;06/02/2026;mapa de calor de correlação;O que é um mapa de calor de correlação?;Mapa de calor de correlação e seu uso na pesquisa quantitativa;https://blog.psicometriaonline.com.br/o-que-e-um-mapa-de-calor-de-correlacao;ok
319;Agendado;Inteligência artificial;machine learning, correlação;09/02/2026;correlação de Matthews;O que é o coeficiente de correlação de Matthews?;Correlação de Matthews: métrica de desempenho em classificação;https://blog.psicometriaonline.com.br/o-que-e-o-coeficiente-de-correlacao-de-matthews;ok
320;Agendado;Análises bi e multivariadas;pressupostos estatísticos;13/02/2026;teste de esfericidade de Mauchly;Teste de esfericidade de Mauchly: o que é e para que serve?;Teste de esfericidade de Mauchly na ANOVA de medidas repetidas;https://blog.psicometriaonline.com.br/teste-de-esfericidade-de-mauchly;ok
321;Publicado;Inteligência artificial;machine learning;21/01/2026;XGBoost;XGBoost: muitas árvores (de decisão) sem paciência para erros;XGBoost: como árvores corrigem erros e dominam dados tabulares;https://blog.psicometriaonline.com.br/xgboost-muitas-arvores-de-decisao-sem-paciencia-para-erros;ok
